mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	crescendo_line	Ottava:8va	Ottava:8vb	pedal	Pedal_<sym>keyboardPedalPed</sym>
98	98	390	390	0.0	1/2	1/2	StaffText	4/4	2	1	0										ritard.														
98	98	388	388	4.0	0	0	Chord	4/4	2	2	1			1	1	1141																			
98	98	388	388	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1142												182							
98	98	777/2	777/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1143												182							
98	98	389	389	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1144												182							
98	98	779/2	779/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1145												182							
98	98	390	390	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1146												182							
98	98	781/2	781/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1147												182							
98	98	391	391	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1148												182							
98	98	783/2	783/2	0.0	7/8	7/8	Dynamic	4/4	3	1	0								pp																
98	98	783/2	783/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1149																			
98	98	388	388	4.0	0	0	Chord	4/4	3	2	1			1	1	1150				articAccentBelow															
98	98	777/2	777/2	0.0	1/8	1/8	Spanner	4/4	3	2	0																			36					
98	98	783/2	783/2	0.0	7/8	7/8	Spanner	4/4	3	2	0																								
99	99	392	392	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1151																			
99	99	393	393	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1152																			
99	99	392	392	4.0	0	0	Chord	4/4	2	2	1			1	1	1153																			
99	99	392	392	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1154												183							
99	99	785/2	785/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1155												183							
99	99	393	393	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1156												183							
99	99	787/2	787/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1157												183							
99	99	394	394	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1158												183							
99	99	789/2	789/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1159												183							
99	99	395	395	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1160												183							
99	99	791/2	791/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1161																			
100	100	396	396	0.0	0	0	SystemText	4/4	1	1	0											Langsam, wie ein Wiegenlied													
100	100	396	396	0.0	0	0	Tempo	4/4	1	1	0												𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0								
100	100	396	396	0.0	0	0	Dynamic	4/4	1	1	0								other-dynamics																
100	100	398	398	0.0	1/2	1/2	StaffText	4/4	1	1	0										Lento, à la berceuse														
100	100	399	399	0.0	3/4	3/4	Dynamic	4/4	1	1	0								other-dynamics																
100	100	399	399	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1162	In	In																	
100	100	396	396	4.0	0	0	Chord	4/4	2	1	1			1	1	1163																			
100	100	396	396	0.0	0	0	StaffText	4/4	3	1	0										mit Pedal														
100	100	396	396	0.0	0	0	StaffText	4/4	3	1	0										col Pedale														
100	100	396	396	0.0	0	0	Spanner	4/4	3	1	0																							0	0
100	100	396	396	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1164												184						0	0
100	100	793/2	793/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1165												184						0	0
100	100	397	397	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1166												184						0	0
100	100	795/2	795/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1167												184						0	0
100	100	398	398	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1168												184						0	0
100	100	797/2	797/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1169												184						0	0
100	100	399	399	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1170												184						0	0
100	100	799/2	799/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1171																		0	0
101	101	400	400	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	1172	die-	such																	
101	101	403	403	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1173	-sem	a																	
101	101	400	400	0.0	0	0	Dynamic	4/4	2	1	0								other-dynamics																
101	101	400	400	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	1174												185							
101	101	803/2	803/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1175												185							
101	101	402	402	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1176												185							
101	101	403	403	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1177																			
101	101	400	400	0.0	0	0	Spanner	4/4	3	1	0																								
101	101	400	400	0.0	0	0	Spanner	4/4	3	1	0																							1	1
101	101	400	400	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1178												186						1	1
101	101	801/2	801/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1179												186						1	1
101	101	401	401	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1180												186						1	1
101	101	803/2	803/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1181												186						1	1
101	101	402	402	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1182												186						1	1
101	101	805/2	805/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1183												186						1	1
101	101	403	403	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1184												186						1	1
101	101	807/2	807/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1185																		1	1
102	102	404	404	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1186	Wet-	tem-																	
102	102	406	406	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1187	-ter,	-pest,																	
102	102	407	407	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1188	in	on																	
102	102	404	404	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	1189												187							
102	102	811/2	811/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1190												187							
102	102	406	406	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1191																			
102	102	407	407	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1192												188							
102	102	815/2	815/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1193																			
102	102	404	404	0.0	0	0	Spanner	4/4	3	1	0																								
102	102	404	404	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1194												189							
102	102	809/2	809/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1195												189							
102	102	405	405	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1196												189							
102	102	811/2	811/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1197												189							
102	102	406	406	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1198												189							
102	102	813/2	813/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1199												189							
102	102	407	407	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1200												189							
102	102	815/2	815/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1201																			
103	103	408	408	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	1202	die-	such																	
103	103	411	411	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1203	-sem	a																	
103	103	408	408	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1204												190							
103	103	817/2	817/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1205																			
103	103	409	409	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1206												191							
103	103	819/2	819/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1207																			
103	103	410	410	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1208												192							
103	103	411	411	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1209																			
103	103	408	408	4.0	0	0	Chord	4/4	2	2	1			1	1	1210																			
103	103	408	408	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1211												193							
103	103	817/2	817/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1212												193							
103	103	409	409	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1213												193							
103	103	819/2	819/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1214												193							
103	103	410	410	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1215												193							
103	103	821/2	821/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1216												193							
103	103	411	411	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1217												193							
103	103	823/2	823/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1218												193							
104	104	412	412	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1219	Saus,	day,																	
104	104	415	415	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1220	in	in										194							
104	104	831/2	831/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1221																			
104	104	412	412	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1222												195							
104	104	414	414	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1223																			
104	104	415	415	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1224												196							
104	104	831/2	831/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1225																			
104	104	412	412	4.0	0	0	Chord	4/4	2	2	1			1	1	1226																			
104	104	412	412	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1227												193							
104	104	825/2	825/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1228												193							
104	104	413	413	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1229												193							
104	104	827/2	827/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1230												193							
104	104	414	414	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1231												193							
104	104	829/2	829/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1232												193							
104	104	415	415	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1233												193							
104	104	831/2	831/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1234												193							
105	105	416	416	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1235	die-	spite										197							
105	105	417	417	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1236																			
105	105	418	418	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1237	-sem	of										198							
105	105	419	419	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1238																			
105	105	416	416	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1239												199							
105	105	833/2	833/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1240												199							
105	105	417	417	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1241																			
105	105	418	418	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1242												200							
105	105	837/2	837/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1243												200							
105	105	419	419	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1244																			
105	105	416	416	4.0	0	0	Chord	4/4	2	2	1			1	1	1245																			
105	105	416	416	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1246												193							
105	105	833/2	833/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1247												193							
105	105	417	417	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1248												193							
105	105	835/2	835/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1249												193							
105	105	418	418	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1250												193							
105	105	837/2	837/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1251												193							
105	105	419	419	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1252												193							
105	105	839/2	839/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1253												193							
106	106	420	420	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1254	Braus,	storms,																	
106	106	423	423	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1255	sie	they										201							
106	106	420	420	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	1256																			
106	106	423	423	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1257												202							
106	106	847/2	847/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1258																			
106	106	420	420	4.0	0	0	Chord	4/4	2	2	1			1	1	1259																			
106	106	420	420	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1260												193							
106	106	841/2	841/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1261												193							
106	106	421	421	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1262												193							
106	106	843/2	843/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1263												193							
106	106	422	422	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1264												193							
106	106	845/2	845/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1265												193							
106	106	423	423	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1266												193							
106	106	847/2	847/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1267												193							
107	107	424	424	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	1268	ruh'n,	sleep										201							
107	107	427	427	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1269	sie	and										201							
107	107	424	424	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	1270												203							
107	107	851/2	851/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1271												203							
107	107	426	426	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1272																			
107	107	427	427	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1273												204							
107	107	855/2	855/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1274																			
107	107	424	424	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1275												193							
107	107	849/2	849/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1276												193							
107	107	425	425	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1277												193							
107	107	851/2	851/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1278												193							
107	107	426	426	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1279												193							
107	107	853/2	853/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1280												193							
107	107	427	427	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1281												193							
107	107	855/2	855/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1282												193							
108	108	428	428	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	1283	ruh'n	rest																	
108	108	431	431	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1284	als	as										205							
108	108	428	428	0.0	0	0	Spanner	4/4	2	1	0																					2			
108	108	428	428	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1285												206				2			
108	108	857/2	857/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1286																2			
108	108	429	429	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1287																2			
108	108	859/2	859/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1288																2			
108	108	430	430	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1289												207				2			
108	108	431	431	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1290																2			
108	108	428	428	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1291												193							
108	108	857/2	857/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1292												193							
108	108	429	429	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1293												193							
108	108	859/2	859/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1294												193							
108	108	430	430	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1295												193							
108	108	861/2	861/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1296												193							
108	108	431	431	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1297												193							
108	108	863/2	863/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1298												193							
109	109	432	432	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1299	wie	safe										205							
109	109	434	434	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1300	in	as										205							
109	109	435	435	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1301	der	in										205							
109	109	432	432	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	1302																2			
109	109	435	435	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1303												208				2			
109	109	871/2	871/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1304																2			
109	109	432	432	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1305												193							
109	109	865/2	865/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1306												193							
109	109	433	433	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1307												193							
109	109	867/2	867/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1308												193							
109	109	434	434	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1309												193							
109	109	869/2	869/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1310												193							
109	109	435	435	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1311												193							
109	109	871/2	871/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1312												193							
110	110	436	436	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1313	Mut-	mo-										205							
110	110	437	437	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1314																			
110	110	438	438	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1315	-ter,	-ther's,																	
110	110	439	439	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1316	der	in																	
110	110	436	436	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1317												209				2			
110	110	873/2	873/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1318																2			
110	110	437	437	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1319				articTenutoAbove												2			
110	110	875/2	875/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1320				articTenutoAbove												2			
110	110	438	438	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	1321												210				2			
110	110	879/2	879/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1322																2			
110	110	436	436	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1323												193							
110	110	873/2	873/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1324												193							
110	110	437	437	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1325												193							
110	110	875/2	875/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1326												193							
110	110	438	438	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1327												193							
110	110	877/2	877/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1328												193							
110	110	439	439	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1329												193							
110	110	879/2	879/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1330												193							
111	111	440	440	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1331	Mut-	mo-										211							
111	111	441	441	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1332												211							
111	111	442	442	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1333																			
111	111	443	443	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1334	-ter	-ther's																	
111	111	440	440	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1335												212				2			
111	111	881/2	881/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1336																2			
111	111	441	441	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1337				articTenutoAbove												2			
111	111	883/2	883/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1338				articTenutoAbove												2			
111	111	442	442	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1339												213				2			
111	111	885/2	885/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1340																2			
111	111	443	443	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1341												214				2			
111	111	887/2	887/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1342																2			
111	111	440	440	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1343												193							
111	111	881/2	881/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1344												193							
111	111	441	441	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1345												193							
111	111	883/2	883/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1346												193							
111	111	442	442	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1347												193							
111	111	885/2	885/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1348												193							
111	111	443	443	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1349												193							
111	111	887/2	887/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1350												193							
112	112	444	444	4.0	0	0	Chord	4/4	1	1	1			1	1	1351	Haus,	arms,																	
112	112	444	444	0.0	0	0	Spanner	4/4	2	1	0																								
112	112	444	444	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1352												215							
112	112	889/2	889/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1353												215							
112	112	445	445	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1354				ornamentShortTrill								215							
112	112	891/2	891/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1355												215							
112	112	446	446	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1356												215							
112	112	893/2	893/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1357												215							
112	112	447	447	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1358												215							
112	112	895/2	895/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1359												215							
112	112	444	444	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1360												193							
112	112	889/2	889/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1361												193							
112	112	445	445	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1362												193							
112	112	891/2	891/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1363												193							
112	112	446	446	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1364												193							
112	112	893/2	893/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1365												193							
112	112	447	447	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1366												193							
112	112	895/2	895/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1367												193							
113	113	448	448	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1368																			
113	113	448	448	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1369												215							
113	113	897/2	897/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1370												215							
113	113	449	449	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1371												215							
113	113	899/2	899/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1372												215							
113	113	450	450	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1373												215							
113	113	901/2	901/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1374												215							
113	113	451	451	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1375												215							
113	113	903/2	903/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1376												215							
113	113	448	448	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1377												193							
113	113	897/2	897/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1378												193							
113	113	449	449	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1379												193							
113	113	899/2	899/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1380												193							
113	113	450	450	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1381												193							
113	113	901/2	901/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1382												193							
113	113	451	451	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1383												193							
113	113	903/2	903/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1384												193							
114	114	455	455	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1385	von	no																	
114	114	452	452	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1386												215							
114	114	905/2	905/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1387												215							
114	114	453	453	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1388				ornamentShortTrill								215							
114	114	907/2	907/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1389												215							
114	114	454	454	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1390												215							
114	114	909/2	909/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1391												215							
114	114	455	455	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1392												215							
114	114	911/2	911/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1393												215							
114	114	452	452	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1394												193							
114	114	905/2	905/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1395												193							
114	114	453	453	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1396												193							
114	114	907/2	907/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1397												193							
114	114	454	454	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1398												193							
114	114	909/2	909/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1399												193							
114	114	455	455	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1400												193							
114	114	911/2	911/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1401												193							
115	115	456	456	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	1402	kei-	ills																	
